cluster_id	protein_count	taxon_count	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0002947	23	23	GO:0005515	protein binding 	IPR019734	Repeat Tetratricopeptide repeat	PF12895;PF13181;PF13432;PF13374	Anaphase-promoting complex, cyclosome, subunit 3;Tetratricopeptide repeat;Tetratricopeptide repeat;Tetratricopeptide repeat
OG0002948	23	23	None	None	IPR019002	Family Ribosome biogenesis protein Nop16	PF09420	Ribosome biogenesis protein Nop16
OG0002949	23	23	GO:0016491	oxidoreductase activity 	IPR006076	Domain FAD dependent oxidoreductase	PF01266	FAD dependent oxidoreductase
OG0002950	23	23	GO:0004602;GO:0006979	glutathione peroxidase activity ;response to oxidative stress 	IPR000889	Family Glutathione peroxidase	PF00255	Glutathione peroxidase
OG0002951	23	23	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0002952	23	23	GO:0016829	lyase activity 	IPR002220	Family DapA-like	PF00701	Dihydrodipicolinate synthetase family
OG0002953	23	23	GO:0000166	nucleotide binding 	IPR000683	Domain Gfo/Idh/MocA-like oxidoreductase, N-terminal	PF01408	Oxidoreductase family, NAD-binding Rossmann fold
OG0002954	23	23	GO:0016020	membrane 	IPR008253	Domain Marvel domain	PF01284	Membrane-associating domain
OG0002955	23	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0002956	23	23	None	None	None	None	None	None
OG0002957	23	23	None	None	IPR045004	Domain Enoyl-CoA hydratase/isomerase domain	PF16113	Enoyl-CoA hydratase/isomerase
OG0002958	23	23	GO:0004371;GO:0006071	glycerone kinase activity ;glycerol metabolic process 	IPR004006;IPR004007	Domain DhaK domain;Domain DhaL domain	PF02733;PF02734	Dak1 domain;DAK2 domain
OG0002959	23	23	None	None	IPR022784	Family Ribosome biogenesis protein Alb1	PF09135	Alb1
OG0002960	23	23	GO:0004843;GO:0016579	cysteine-type deubiquitinase activity ;protein deubiquitination 	IPR001394	Domain Peptidase C19, ubiquitin carboxyl-terminal hydrolase	PF00443	Ubiquitin carboxyl-terminal hydrolase
OG0002961	23	23	GO:0003712;GO:0006357;GO:0016592	transcription coregulator activity ;regulation of transcription by RNA polymerase II ;mediator complex 	IPR013942	Family Mediator complex, subunit Med19, fungi	PF08633	Rox3 mediator complex subunit
OG0002962	23	23	GO:0006631;GO:0016491;GO:0016616;GO:0070403	fatty acid metabolic process ;oxidoreductase activity ;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;NAD+ binding 	IPR006176;IPR006108	Domain 3-hydroxyacyl-CoA dehydrogenase, NAD binding;Domain 3-hydroxyacyl-CoA dehydrogenase, C-terminal	PF02737;PF00725	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain;3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
OG0002963	23	23	GO:0006820;GO:0016020	monoatomic anion transport ;membrane 	IPR011531	Domain Bicarbonate transporter-like, transmembrane domain	PF00955	HCO3- transporter integral membrane domain
OG0002964	23	23	None	None	IPR006968	Family Root UVB sensitive family	PF04884	Vitamin B6 photo-protection and homoeostasis
OG0002965	23	23	GO:0005524	ATP binding 	IPR041431;IPR006204	Domain Mvd1, C-terminal;Domain GHMP kinase N-terminal domain	PF18376;PF00288	Mevalonate 5-diphosphate decarboxylase C-terminal domain;GHMP kinases N terminal domain
OG0002966	23	23	GO:0007034	vacuolar transport 	IPR005024	Family Snf7 family	PF03357	Snf7
OG0002967	23	23	GO:0005515	protein binding 	IPR001680;IPR001810	Repeat WD40 repeat;Domain F-box domain	PF00400;PF12937	WD domain, G-beta repeat;F-box-like
OG0002968	23	23	GO:0005085;GO:0005515	guanyl-nucleotide exchange factor activity ;protein binding 	IPR000219;IPR010481;IPR000270	Domain Dbl homology (DH) domain;Domain Cdc24/Scd1, N-terminal;Domain PB1 domain	PF00621;PF06395;PF15411;PF00564	RhoGEF domain;CDC24 Calponin;Pleckstrin homology domain;PB1 domain
OG0002969	23	23	None	None	IPR013719	Domain Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain	PF08512	Histone chaperone Rttp106-like, middle domain
OG0002970	23	23	None	None	IPR006769	Domain Calcium uniporter protein, C-terminal	PF04678	Mitochondrial calcium uniporter
OG0002971	23	23	None	None	None	None	None	None
OG0002972	23	23	GO:0008138;GO:0016311	protein tyrosine/serine/threonine phosphatase activity ;dephosphorylation 	IPR000340	Domain Dual specificity phosphatase, catalytic domain	PF00782	Dual specificity phosphatase, catalytic domain
OG0002973	23	23	None	None	IPR013640	Family VPS4-associated protein 1	PF08432	AAA-ATPase Vps4-associated protein 1
OG0002974	23	23	None	None	None	None	None	None
OG0002975	23	23	GO:0006103;GO:0009353	2-oxoglutarate metabolic process ;N/A	IPR020373	Family Alpha-ketoglutarate dehydrogenase component 4/YMR-31	PF10937	Alpha-ketoglutarate dehydrogenase component 4/YMR-31
OG0002976	23	23	None	None	None	None	None	None
OG0002977	23	23	None	None	IPR013954	Family Polynucleotide kinase 3 phosphatase	PF13671;PF08645	AAA domain;Polynucleotide kinase 3 phosphatase
OG0002978	23	23	None	None	None	None	None	None
OG0002979	23	23	None	None	IPR003695	Domain Ppx/GppA phosphatase, N-terminal	PF02541	Ppx/GppA phosphatase family
OG0002980	23	23	None	None	None	None	None	None
OG0002981	23	23	GO:0006506	GPI anchor biosynthetic process 	IPR007217	Family Per1-like	PF04080	Per1-like family
OG0002982	23	23	None	None	None	None	None	None
OG0002983	23	23	GO:0005839;GO:0051603	proteasome core complex ;proteolysis involved in protein catabolic process 	IPR024689;IPR001353	Domain Proteasome beta subunit, C-terminal;Family Proteasome, subunit alpha/beta	PF12465;PF00227	Proteasome beta subunits C terminal ;Proteasome subunit
OG0002984	23	23	None	None	None	None	None	None
OG0002985	23	23	GO:0005886	plasma membrane 	IPR009571	Family Membrane protein SUR7/Rim9-like, fungi	PF06687	SUR7/PalI family
OG0002986	23	23	None	None	IPR037673	Family Large-conductance mechanosensitive channel/anditomin synthesis protein L	PF01741	Large-conductance mechanosensitive channel, MscL
OG0002987	23	23	None	None	IPR005198	Family Glycoside hydrolase, family 76	PF03663	Glycosyl hydrolase family 76 
OG0002988	23	23	GO:0009058;GO:0030170	biosynthetic process ;pyridoxal phosphate binding 	IPR004839	Domain Aminotransferase, class I/classII, large domain	PF00155	Aminotransferase class I and II
OG0002989	23	22	GO:0016788	hydrolase activity, acting on ester bonds 	IPR001087	Family GDSL lipase/esterase	PF00657	GDSL-like Lipase/Acylhydrolase
OG0002990	23	23	None	None	IPR003388	Domain Reticulon	PF02453	Reticulon
OG0002991	23	23	None	None	IPR006603	Repeat PQ-loop repeat	PF04193	PQ loop repeat 
OG0002992	23	23	GO:0016787;GO:0046872	hydrolase activity ;metal ion binding 	IPR015376;IPR015375;IPR000086	Domain Zinc ribbon, NADH pyrophosphatase;Domain NADH pyrophosphatase-like, N-terminal;Domain NUDIX hydrolase domain	PF09297;PF09296;PF00293	NADH pyrophosphatase zinc ribbon domain;NADH pyrophosphatase-like rudimentary NUDIX domain;NUDIX domain
OG0002993	23	23	GO:0003924;GO:0005525	GTPase activity ;GTP binding 	IPR001806	Family Small GTPase	PF00071	Ras family
OG0002994	23	23	GO:0046872	metal ion binding 	IPR006035	Family Ureohydrolase	PF00491	Arginase family
OG0002995	23	23	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0003676	nucleotide binding ;aminoacyl-tRNA ligase activity ;ATP binding ;tRNA aminoacylation for protein translation ;nucleic acid binding 	IPR004364;IPR004365	Domain Aminoacyl-tRNA synthetase, class II (D/K/N);Domain OB-fold nucleic acid binding domain, AA-tRNA synthetase-type	PF00152;PF01336	tRNA synthetases class II (D, K and N) ;OB-fold nucleic acid binding domain
OG0002996	23	23	GO:0003723	RNA binding 	IPR000504;IPR018835	Domain RNA recognition motif domain;Domain RNA-binding domain, putative	PF00076;PF10378	RNA recognition motif;Putative RRM domain  
OG0002997	23	23	None	None	IPR008709	Family Neurochondrin	PF05536	Neurochondrin
OG0002998	23	23	GO:0005247;GO:0006821;GO:0016020;GO:0055085	voltage-gated chloride channel activity ;chloride transport ;membrane ;transmembrane transport 	IPR001807	Family Chloride channel, voltage gated	PF00654	Voltage gated chloride channel
OG0002999	23	23	GO:0003677;GO:0003910;GO:0005524;GO:0006281;GO:0006310	DNA binding ;DNA ligase (ATP) activity ;ATP binding ;DNA repair ;DNA recombination 	IPR012310;IPR012308;IPR012309	Domain DNA ligase, ATP-dependent, central;Domain DNA ligase, ATP-dependent, N-terminal;Domain DNA ligase, ATP-dependent, C-terminal	PF01068;PF04675;PF04679	ATP dependent DNA ligase domain;DNA ligase N terminus;ATP dependent DNA ligase C terminal region        
OG0003000	23	23	None	None	None	None	None	None
OG0003001	23	23	None	None	IPR013870	Family Large ribosomal subunit protein mL54	PF08561	Mitochondrial ribosomal protein L37
OG0003002	23	23	GO:0003723	RNA binding 	IPR000504	Domain RNA recognition motif domain	PF00076	RNA recognition motif
OG0003003	23	23	None	None	None	None	None	None
OG0003004	23	23	None	None	IPR007529	Domain Zinc finger, HIT-type	PF04438	HIT zinc finger
OG0003005	23	23	GO:0005515	protein binding 	IPR001680	Repeat WD40 repeat	PF00400	WD domain, G-beta repeat
OG0003006	23	23	GO:0003777;GO:0005524;GO:0007018;GO:0008017	microtubule motor activity ;ATP binding ;microtubule-based movement ;microtubule binding 	IPR001752	Domain Kinesin motor domain	PF00225	Kinesin motor domain
OG0003007	23	23	None	None	IPR001194;IPR005113	Domain cDENN domain;Domain uDENN domain	PF02141;PF03456	DENN (AEX-3) domain;uDENN domain
OG0003008	23	23	GO:0008270	zinc ion binding 	IPR044046;IPR003126	Domain E3 ubiquitin-protein ligase UBR-like, C-terminal;Domain Zinc finger, UBR-type	PF18995;PF02207	Proteolysis_6 C-terminal;Putative zinc finger in N-recognin (UBR box)
OG0003009	23	23	None	None	IPR012916	Domain RED-like, N-terminal	PF07808	RED-like protein N-terminal region
OG0003010	23	23	None	None	None	None	PF03568	Peptidase family C50
OG0003011	23	23	None	None	IPR035213	Family Protein of unknown function DUF5321	PF17254	Family of unknown function (DUF5321)
OG0003012	23	23	GO:0070403	NAD+ binding 	IPR003000	Family Sirtuin family	PF02146	Sir2 family
OG0003013	23	23	GO:0005975;GO:0016301	carbohydrate metabolic process ;kinase activity 	IPR018485	Domain Carbohydrate kinase FGGY, C-terminal	PF02782	FGGY family of carbohydrate kinases, C-terminal domain
OG0003014	23	23	None	None	IPR003958	Domain Transcription factor CBF/NF-Y/archaeal histone domain	PF00808	Histone-like transcription factor (CBF/NF-Y) and archaeal histone
OG0003015	23	23	GO:0016773	phosphotransferase activity, alcohol group as acceptor 	IPR000403;IPR021601	Domain Phosphatidylinositol 3-/4-kinase, catalytic domain;Family Phosphatidylinositol 4-kinase, Pik1, fungi	PF00454;PF11522	Phosphatidylinositol 3- and 4-kinase;Yeast phosphatidylinositol-4-OH kinase Pik1
OG0003016	23	23	None	None	None	None	None	None
OG0003017	23	23	GO:0003723	RNA binding 	IPR000504	Domain RNA recognition motif domain	PF00076	RNA recognition motif
OG0003018	23	23	None	None	IPR016340	Family Large ribosomal subunit protein mL60	PF09784	Mitochondrial ribosomal protein L31
OG0003019	23	23	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport 	IPR006722	Family Trafficking protein particle complex subunit 2	PF04628	Sedlin, N-terminal conserved region
OG0003020	23	23	GO:0005515	protein binding 	IPR019734;IPR001440;IPR013105	Repeat Tetratricopeptide repeat;N/A;Repeat Tetratricopeptide repeat 2	PF13181;PF12895;PF00515;PF07719	Tetratricopeptide repeat;Anaphase-promoting complex, cyclosome, subunit 3;Tetratricopeptide repeat;Tetratricopeptide repeat
OG0003021	23	23	None	None	IPR008506	Family SRP-independent targeting protein 2/TMEM208	PF05620	SRP-independent targeting protein 2/TMEM208
OG0003022	23	23	None	None	IPR022036	Family Protein of unknown function DUF3605	PF12239	Protein of unknown function (DUF3605)
OG0003023	23	17	GO:0016787	hydrolase activity 	IPR003140	Domain Phospholipase/carboxylesterase/thioesterase	PF02230	Phospholipase/Carboxylesterase
OG0003024	23	23	GO:0016491	oxidoreductase activity 	IPR008333;IPR001433	Domain Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain;Domain Oxidoreductase FAD/NAD(P)-binding	PF00970;PF00175	Oxidoreductase FAD-binding domain;Oxidoreductase NAD-binding domain 
OG0003025	23	23	GO:0005789;GO:0006506	endoplasmic reticulum membrane ;GPI anchor biosynthetic process 	IPR013233	Family Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1	PF08320	PIG-X / PBN1
OG0003026	23	23	GO:0004197;GO:0006508;GO:0003677	cysteine-type endopeptidase activity ;proteolysis ;DNA binding 	IPR011600;IPR001356;IPR001763	Domain Peptidase C14, caspase domain;Domain Homeodomain;Domain Rhodanese-like domain	PF00656;PF00046;PF00581	Caspase domain;Homeodomain;Rhodanese-like domain
OG0003027	23	23	GO:0003677;GO:0006355	DNA binding ;regulation of DNA-templated transcription 	IPR008422	Domain KN homeodomain	PF05920	Homeobox KN domain
OG0003028	23	22	None	None	None	None	None	None
OG0003029	23	23	None	None	IPR012328;IPR001099	Domain Chalcone/stilbene synthase, C-terminal;Domain Chalcone/stilbene synthase, N-terminal	PF02797;PF00195	Chalcone and stilbene synthases, C-terminal domain;Chalcone and stilbene synthases, N-terminal domain
OG0003030	23	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0003031	23	23	None	None	IPR044015;IPR033391	Domain Fructose-1-6-bisphosphatase class 1, C-terminal;Domain Fructose-1-6-bisphosphatase class I, N-terminal	PF18913;PF00316	Fructose-1-6-bisphosphatase, C-terminal domain;Fructose-1-6-bisphosphatase, N-terminal domain
OG0003032	23	23	GO:0005778;GO:0016559	peroxisomal membrane ;peroxisome fission 	IPR008733	Family Peroxisomal biogenesis factor 11	PF05648	Peroxisomal biogenesis factor 11 (PEX11)
OG0003033	23	23	None	None	IPR013809	Domain ENTH domain	PF01417	ENTH domain
OG0003034	23	23	GO:0005634	nucleus 	IPR012617;IPR025160	Domain Apoptosis-antagonizing transcription factor, C-terminal;Domain AATF leucine zipper-containing domain	PF08164;PF13339	Apoptosis-antagonizing transcription factor, C-terminal;Apoptosis antagonizing transcription factor
OG0003035	23	23	None	None	IPR033756	Family Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35	PF10609	NUBPL iron-transfer P-loop NTPase
OG0003036	23	23	None	None	IPR041297	Domain DNA repair protein Crb2, Tudor domain	PF18115	DNA repair protein Crb2 Tudor domain
OG0003037	23	23	GO:0005524;GO:0140658	ATP binding ;ATP-dependent chromatin remodeler activity 	IPR000330;IPR041684;IPR001650	Domain SNF2, N-terminal;Domain PHD/FYVE-zinc-finger like domain;Domain Helicase, C-terminal domain-like	PF00176;PF15446;PF00271	SNF2-related domain;PHD/FYVE-zinc-finger like domain;Helicase conserved C-terminal domain
OG0003038	23	23	GO:0003723;GO:0006396;GO:0008168;GO:0008173	RNA binding ;RNA processing ;methyltransferase activity ;RNA methyltransferase activity 	IPR013123;IPR001537	Domain RNA 2-O ribose methyltransferase, substrate binding;Domain tRNA/rRNA methyltransferase, SpoU type	PF08032;PF00588	RNA 2'-O ribose methyltransferase substrate binding;SpoU rRNA Methylase family
OG0003039	23	23	None	None	IPR001387;IPR013729	Domain Cro/C1-type helix-turn-helix domain;Domain Multiprotein bridging factor 1, N-terminal	PF01381;PF08523	Helix-turn-helix;Multiprotein bridging factor 1
OG0003040	23	23	None	None	IPR032054	Domain DNA replication factor Cdt1, C-terminal	PF16679	DNA replication factor Cdt1 C-terminal domain
OG0003041	23	23	GO:0003677;GO:0004525;GO:0005524;GO:0006396;GO:0016787;GO:0016891	DNA binding ;ribonuclease III activity ;ATP binding ;RNA processing ;hydrolase activity ;RNA endonuclease activity, producing 5'-phosphomonoesters 	IPR000999;IPR006935;IPR001650;IPR005034	Domain Ribonuclease III domain;Domain Helicase/UvrB, N-terminal;Domain Helicase, C-terminal domain-like;Domain Dicer dimerisation domain	PF00636;PF04851;PF00271;PF03368	Ribonuclease III domain;Type III restriction enzyme, res subunit;Helicase conserved C-terminal domain;Dicer dimerisation domain
OG0003042	23	23	None	None	IPR000608	Domain Ubiquitin-conjugating enzyme E2	PF00179	Ubiquitin-conjugating enzyme
OG0003043	23	23	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR000757	Domain Glycoside hydrolase family 16	PF00722	Glycosyl hydrolases family 16
OG0003044	23	23	None	None	IPR013766;IPR002109	Domain Thioredoxin domain;Domain Glutaredoxin	PF00085;PF00462	Thioredoxin;Glutaredoxin
OG0003045	23	23	GO:0003779;GO:0005515	actin binding ;protein binding 	IPR001452;IPR002108	Domain SH3 domain;Domain Actin-depolymerising factor homology domain	PF14604;PF00241;PF00018	Variant SH3 domain;Cofilin/tropomyosin-type actin-binding protein;SH3 domain
OG0003046	23	23	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0003047	23	23	GO:0000413;GO:0003755;GO:0005515	protein peptidyl-prolyl isomerization ;peptidyl-prolyl cis-trans isomerase activity ;protein binding 	IPR002130;IPR001680	Domain Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain;Repeat WD40 repeat	PF00160;PF00400	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD;WD domain, G-beta repeat
OG0003048	23	23	GO:0016020	membrane 	IPR006838	Family ADTRP/AIG1	PF04750	FAR-17a/AIG1-like protein
OG0003049	23	23	GO:0009058	biosynthetic process 	IPR006218	Domain DAHP synthetase I/KDSA	PF00793	DAHP synthetase I family
OG0003050	23	23	GO:0009055;GO:0020037	electron transfer activity ;heme binding 	IPR002326	Family Cytochrome c1	PF02167	Cytochrome C1 family
OG0003051	23	23	None	None	IPR013889	Family Karyogamy protein, KAR9	PF08580	Yeast cortical protein KAR9
OG0003052	23	23	None	None	None	None	None	None
OG0003053	23	23	None	None	None	None	None	None
OG0003054	23	23	None	None	None	None	None	None
OG0003055	23	23	GO:0005515	protein binding 	IPR001680	Repeat WD40 repeat	PF00400	WD domain, G-beta repeat
OG0003056	23	23	GO:0000287;GO:0004743;GO:0006096;GO:0030955	magnesium ion binding ;pyruvate kinase activity ;glycolytic process ;potassium ion binding 	IPR015793;IPR015795	Domain Pyruvate kinase, barrel;Domain Pyruvate kinase, C-terminal	PF00224;PF02887	Pyruvate kinase, barrel domain;Pyruvate kinase, alpha/beta domain
OG0003057	23	23	None	None	None	None	None	None
OG0003058	23	23	GO:0005524;GO:0006298;GO:0030983	ATP binding ;mismatch repair ;mismatched DNA binding 	IPR007860;IPR000432;IPR007695;IPR007861;IPR007696	Domain DNA mismatch repair protein MutS, connector domain;Domain DNA mismatch repair protein MutS, C-terminal;Domain DNA mismatch repair protein MutS-like, N-terminal;Domain DNA mismatch repair protein MutS, clamp;Domain DNA mismatch repair protein MutS, core	PF05188;PF00488;PF01624;PF05190;PF05192	MutS domain II;MutS domain V;MutS domain I;MutS family domain IV;MutS domain III
OG0003059	23	23	None	None	None	None	None	None
OG0003060	23	23	GO:0016020	membrane 	IPR008253	Domain Marvel domain	PF01284	Membrane-associating domain
OG0003061	23	23	None	None	IPR004853	Domain Sugar phosphate transporter domain	PF03151	Triose-phosphate Transporter family
OG0003062	23	23	None	None	None	None	PF13704	Glycosyl transferase family 2
OG0003063	23	12	GO:0004553;GO:0005975;GO:0004565;GO:0009341	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process ;beta-galactosidase activity ;beta-galactosidase complex 	IPR006103;IPR006102;IPR006104;IPR004199;IPR032312	Domain Glycoside hydrolase family 2, catalytic domain;Domain Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich;Domain Glycosyl hydrolases family 2, sugar binding domain;Domain Beta galactosidase small chain/ domain 5;Domain Beta-galactosidase, domain 4	PF02836;PF00703;PF02837;PF02929;PF16353	Glycosyl hydrolases family 2, TIM barrel domain;Glycosyl hydrolases family 2;Glycosyl hydrolases family 2, sugar binding domain;Beta galactosidase small chain;Beta-galactosidase, domain 4
OG0003064	23	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR006043	Family Nucleobase cation symporter 2 family	PF00860	Permease family
OG0003065	23	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR006043	Family Nucleobase cation symporter 2 family	PF00860	Permease family
OG0003066	23	23	GO:0008270	zinc ion binding 	IPR024766	Domain Zinc finger, RING-H2-type	PF12678	RING-H2 zinc finger domain
OG0003067	23	23	None	None	None	None	None	None
OG0003068	23	23	GO:0003723;GO:0006364;GO:0008168	RNA binding ;rRNA processing ;methyltransferase activity 	IPR000692	Family rRNA 2'-O-methyltransferase fibrillarin-like	PF01269	Fibrillarin
OG0003069	23	23	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0003070	23	23	GO:0016491	oxidoreductase activity 	IPR001433;IPR003097	Domain Oxidoreductase FAD/NAD(P)-binding;Domain Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding	PF00175;PF00667	Oxidoreductase NAD-binding domain ;FAD binding domain
OG0003071	23	23	None	None	IPR029479	Domain Nitroreductase	PF00881	Nitroreductase family
OG0003072	23	23	GO:0004609;GO:0008654	phosphatidylserine decarboxylase activity ;phospholipid biosynthetic process 	IPR003817	Family Phosphatidylserine decarboxylase-related	PF02666	Phosphatidylserine decarboxylase
OG0003073	23	23	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0003074	23	23	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity 	IPR012901	Family Carnosine N-methyltransferase	PF07942	Carnosine N-methyltransferase
OG0003075	23	23	GO:0043248	proteasome assembly 	IPR032157	Family Proteasome assembly chaperone 4	PF16093	Proteasome assembly chaperone 4
OG0003076	23	23	GO:0006886;GO:0031267	intracellular protein transport ;small GTPase binding 	IPR001494	Domain Importin-beta, N-terminal domain	PF13513;PF03810	HEAT-like repeat;Importin-beta N-terminal domain
OG0003077	23	23	GO:0016787	hydrolase activity 	IPR004843	Domain Calcineurin-like phosphoesterase domain, ApaH type	PF00149	Calcineurin-like phosphoesterase
OG0003078	23	23	None	None	None	None	None	None
OG0003079	23	23	None	None	IPR003034;IPR040746	Domain SAP domain;Domain THO1_MOS11, C-terminal domain	PF02037;PF18592	SAP domain;Tho1/MOS11 C-terminal domain
OG0003080	23	23	None	None	IPR007727	Family Spo12	PF05032	Spo12 family
OG0003081	23	23	GO:0005525	GTP binding 	IPR031662;IPR004095;IPR006073	Domain GTP binding protein, second domain;Domain TGS;Domain GTP binding domain	PF16897;PF02824;PF01926	C-terminal region of MMR_HSR1 domain;TGS domain;50S ribosome-binding GTPase
OG0003082	23	23	None	None	None	None	None	None
OG0003083	23	23	None	None	IPR000195	Domain Rab-GAP-TBC domain	PF00566	Rab-GTPase-TBC domain
OG0003084	23	23	GO:0003723	RNA binding 	IPR000504	Domain RNA recognition motif domain	PF00076	RNA recognition motif
OG0003085	23	23	None	None	IPR008775	Family Phytanoyl-CoA dioxygenase-like	PF05721	Phytanoyl-CoA dioxygenase (PhyH)
OG0003086	23	23	GO:0004017	adenylate kinase activity 	IPR007862	Domain Adenylate kinase, active site lid domain	PF00406;PF05191	Adenylate kinase;Adenylate kinase, active site lid
OG0003087	23	23	None	None	IPR005198	Family Glycoside hydrolase, family 76	PF03663	Glycosyl hydrolase family 76 
OG0003088	23	23	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 	IPR032440;IPR000266	Domain Small ribosomal subunit protein uS17, N-terminal;Family Small ribosomal subunit protein uS17	PF16205;PF00366	Ribosomal_S17 N-terminal;Ribosomal protein S17
OG0003089	23	23	None	None	None	None	None	None
OG0003090	23	23	GO:0006621;GO:0016020;GO:0046923	protein retention in ER lumen ;membrane ;ER retention sequence binding 	IPR000133	Family ER lumen protein retaining receptor	PF00810	ER lumen protein retaining receptor
OG0003091	23	23	None	None	IPR040850;IPR013253	Domain Knl1, C-terminal RWD domain;Domain Spc7 kinetochore protein domain	PF15402;PF18210;PF08317	MELT motif;Knl1 RWD C-terminal domain;Spc7 kinetochore protein
OG0003092	23	23	GO:0005515	protein binding 	IPR001810	Domain F-box domain	PF00646	F-box domain
OG0003093	23	23	None	None	IPR021622	Family Afadin/alpha-actinin-binding	PF11559	Afadin- and alpha -actinin-Binding
OG0003094	23	23	None	None	IPR040447;IPR024326	Domain Rrp7, RRM-like N-terminal domain;Domain Ribosomal RNA-processing protein 7, C-terminal domain	PF17799;PF12923	Rrp7 RRM-like N-terminal domain;Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain
OG0003095	23	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0003096	23	23	GO:0005515;GO:0005737	protein binding ;cytoplasm 	IPR004148;IPR001452	Domain BAR domain;Domain SH3 domain	PF03114;PF00018	BAR domain;SH3 domain
OG0003097	23	23	None	None	IPR000192	Domain Aminotransferase class V domain	PF00266	Aminotransferase class-V
OG0003098	23	23	None	None	IPR008462	Domain CsbD-like domain	PF05532	CsbD-like
OG0003099	23	23	GO:0019239	deaminase activity 	IPR001365	Domain Adenosine deaminase domain	PF00962	Adenosine deaminase
OG0003100	23	23	GO:0003824;GO:0016787	catalytic activity ;hydrolase activity 	IPR003692;IPR002821;IPR008040	Domain Hydantoinase B/oxoprolinase;Domain Hydantoinase A/oxoprolinase;Domain Hydantoinase/oxoprolinase, N-terminal	PF02538;PF01968;PF19278;PF05378	Hydantoinase B/oxoprolinase;Hydantoinase/oxoprolinase;Hydantoinase/oxoprolinase C-terminal domain;Hydantoinase/oxoprolinase N-terminal region
OG0003101	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0003102	23	23	None	None	IPR010482	Domain Peroxin domain	PF06398	Integral peroxisomal membrane peroxin
OG0003103	23	23	GO:0008299	isoprenoid biosynthetic process 	IPR000092	Family Polyprenyl synthetase	PF00348	Polyprenyl synthetase
OG0003104	23	23	None	None	IPR012535	Family Cell division protein Cdc14	PF08045	Cell division control protein 14, SIN component
OG0003105	23	23	None	None	IPR021917;IPR001229	Family Uncharacterised protein family, zinc metallopeptidase-like;Domain Jacalin-like lectin domain	PF12044;PF01419	Putative peptidase family;Jacalin-like lectin domain
