#cluster_id	protein_count	taxon_count	domain_ids	domain_description
OG0002147	23	23	PF02953	Tim10/DDP family zinc finger
OG0002148	23	23	PF01336;PF00152	OB-fold nucleic acid binding domain;tRNA synthetases class II (D, K and N) 
OG0002149	23	23	PF13476	AAA domain
OG0002150	23	23	PF01699	Sodium/calcium exchanger protein
OG0002151	23	23	None	None
OG0002152	23	23	PF13641	Glycosyltransferase like family 2
OG0002153	23	23	None	None
OG0002154	23	23	PF06423	GWT1
OG0002155	23	23	PF00069	Protein kinase domain
OG0002156	23	23	None	None
OG0002157	23	23	PF00133;PF08264	tRNA synthetases class I (I, L, M and V);Anticodon-binding domain of tRNA ligase
OG0002158	23	23	None	None
OG0002159	23	23	PF07992	Pyridine nucleotide-disulphide oxidoreductase
OG0002160	23	23	PF12761;PF12763	Actin cytoskeleton-regulatory complex protein END3;Cytoskeletal-regulatory complex EF hand
OG0002161	23	23	PF00225;PF13931	Kinesin motor domain;Kinesin-associated microtubule-binding
OG0002162	23	23	PF01565;PF02913	FAD binding domain ;FAD linked oxidases, C-terminal domain
OG0002163	23	23	PF00270;PF00271	DEAD/DEAH box helicase;Helicase conserved C-terminal domain
OG0002164	23	23	PF00005;PF00664	ABC transporter;ABC transporter transmembrane region
OG0002165	23	23	PF00501;PF06464	AMP-binding enzyme;DMAP1-binding Domain
OG0002166	23	23	None	None
OG0002167	23	23	PF02112	cAMP phosphodiesterases class-II
OG0002168	23	23	PF13691;PF12706	tRNase Z endonuclease;Beta-lactamase superfamily domain
OG0002169	23	23	None	None
OG0002170	23	23	PF00069	Protein kinase domain
OG0002171	23	23	PF03820	Sideroflexins
OG0002172	23	23	PF07690	Major Facilitator Superfamily
OG0002173	23	23	None	None
OG0002174	23	23	PF09748	Transcription factor subunit Med10 of Mediator complex
OG0002175	23	23	PF13254	Domain of unknown function (DUF4045)
OG0002176	23	23	None	None
OG0002177	23	23	None	None
OG0002178	23	23	PF00756	Putative esterase
OG0002179	23	23	PF08616;PF07792	Stabilization of polarity axis;Docking domain of Afi1 for Arf3 in vesicle trafficking
OG0002180	23	23	PF07719;PF00226;PF00515;PF14559	Tetratricopeptide repeat;DnaJ domain;Tetratricopeptide repeat;Tetratricopeptide repeat
OG0002181	23	23	PF00226	DnaJ domain
OG0002182	23	23	PF01192	RNA polymerase Rpb6 
OG0002183	23	23	PF00096	Zinc finger, C2H2 type
OG0002184	23	23	PF02535	ZIP Zinc transporter
OG0002185	23	23	PF01223	DNA/RNA non-specific endonuclease
OG0002186	23	23	PF00400	WD domain, G-beta repeat
OG0002187	23	23	PF03062	MBOAT, membrane-bound O-acyltransferase family
OG0002188	23	23	None	None
OG0002189	23	23	PF06293	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0002190	23	23	None	None
OG0002191	23	23	PF00237	Ribosomal protein L22p/L17e
OG0002192	23	23	PF00076;PF16842	RNA recognition motif;Occluded RNA-recognition motif
OG0002193	23	23	PF02746;PF13378	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain;Enolase C-terminal domain-like
OG0002194	23	23	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0002195	23	22	PF01253	Translation initiation factor SUI1
OG0002196	23	23	None	None
OG0002197	23	23	None	None
OG0002198	23	23	PF07189	Splicing factor 3B subunit 10 (SF3b10)
OG0002199	23	23	PF01454	MAGE homology domain
OG0002200	23	23	PF00176;PF08797;PF00271	SNF2-related domain;HIRAN domain;Helicase conserved C-terminal domain
OG0002201	23	23	None	None
OG0002202	23	23	PF01704	UTP--glucose-1-phosphate uridylyltransferase
OG0002203	23	23	PF04117	Mpv17 / PMP22 family 
OG0002204	23	23	PF08592	Anthrone oxygenase
OG0002205	23	23	PF00569	Zinc finger, ZZ type
OG0002206	23	23	PF07992	Pyridine nucleotide-disulphide oxidoreductase
OG0002207	23	20	PF00172;PF04082	Fungal Zn(2)-Cys(6) binuclear cluster domain;Fungal specific transcription factor domain 
OG0002208	23	23	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0002209	23	23	PF01532	Glycosyl hydrolase family 47
OG0002210	23	23	PF02136	Nuclear transport factor 2 (NTF2) domain
OG0002211	23	23	PF11954;PF00144	Domain of unknown function (DUF3471);Beta-lactamase
OG0002212	23	23	PF10165	Guanine nucleotide exchange factor synembryn
OG0002213	23	23	PF12231	Rap1-interacting factor 1 N terminal
OG0002214	23	23	PF03810	Importin-beta N-terminal domain
OG0002215	23	23	None	None
OG0002216	23	23	PF01529	DHHC palmitoyltransferase
OG0002217	23	23	PF06017;PF00063;PF00018	Unconventional myosin tail, actin- and lipid-binding;Myosin head (motor domain);SH3 domain
OG0002218	23	23	PF01425	Amidase
OG0002219	23	23	PF13847	Methyltransferase domain
OG0002220	23	23	PF08643	Fungal family of unknown function (DUF1776)
OG0002221	23	23	PF08158;PF05285	SDA1, HEAT repeat;SDA1, conserved domain
OG0002222	23	23	None	None
OG0002223	23	23	PF00170	bZIP transcription factor
OG0002224	23	23	None	None
OG0002225	23	23	PF10302;PF13373	DSC E3 ubiquitin ligase complex subunit 3, ubiquitin-like domain;DSC E3 ubiquitin ligase complex subunit 3, C-terminal domain
OG0002226	23	23	PF01264	Chorismate synthase
OG0002227	23	23	PF00795	Carbon-nitrogen hydrolase
OG0002228	23	23	PF00682	HMGL-like
OG0002229	23	23	PF01916	Deoxyhypusine synthase
OG0002230	23	23	None	None
OG0002231	23	23	PF03915	Actin interacting protein 3
OG0002232	23	23	None	None
OG0002233	23	23	None	None
OG0002234	23	23	PF13741	Mitochondrial ribosomal protein S25
OG0002235	23	23	PF01535	PPR repeat
OG0002236	23	23	PF02935	Cytochrome c oxidase subunit VIIc
OG0002237	23	23	PF00270;PF13234;PF08148;PF00271	DEAD/DEAH box helicase;Mtr4-like, beta-barrel domain;DSHCT (NUC185) domain;Helicase conserved C-terminal domain
OG0002238	23	23	PF00155	Aminotransferase class I and II
OG0002239	23	23	PF00202	Aminotransferase class-III
OG0002240	23	23	None	None
OG0002241	23	23	PF00153	Mitochondrial carrier protein
OG0002242	23	23	None	None
OG0002243	23	23	None	None
OG0002244	23	23	PF00096	Zinc finger, C2H2 type
OG0002245	23	23	None	None
OG0002246	23	23	PF09451	Autophagy-related protein 27
OG0002247	23	23	PF16172;PF14429	DOCK N-terminus;C2 domain in Dock180 and Zizimin proteins
OG0002248	23	23	None	None
OG0002249	23	23	PF00153	Mitochondrial carrier protein
OG0002250	23	23	PF16015	Promethin
OG0002251	23	23	PF05368	NmrA-like family
OG0002252	23	23	PF06283	Trehalose utilisation
OG0002253	23	23	PF13091	PLD-like domain
OG0002254	23	23	PF01062	Bestrophin, RFP-TM, chloride channel
OG0002255	23	23	PF16209;PF16212;PF13246	Phospholipid-translocating ATPase N-terminal;Phospholipid-translocating P-type ATPase C-terminal;Cation transport ATPase (P-type)
OG0002256	23	23	PF00382;PF07741	Transcription factor TFIIB repeat;Brf1-like TBP-binding domain
OG0002257	23	23	None	None
OG0002258	23	23	PF00010	Helix-loop-helix DNA-binding domain
OG0002259	23	23	PF06738	Putative threonine/serine exporter
OG0002260	23	23	PF00153	Mitochondrial carrier protein
OG0002261	23	23	PF03707	Bacterial signalling protein N terminal repeat
OG0002262	23	23	PF09295	ChAPs (Chs5p-Arf1p-binding proteins)
OG0002263	23	23	None	None
OG0002264	23	23	PF00241	Cofilin/tropomyosin-type actin-binding protein
OG0002265	23	23	PF00179	Ubiquitin-conjugating enzyme
OG0002266	23	23	None	None
OG0002267	23	23	None	None
OG0002268	23	23	None	None
OG0002269	23	23	PF00271;PF00176;PF13892	Helicase conserved C-terminal domain;SNF2-related domain;DNA-binding domain
OG0002270	23	23	PF00005;PF12848	ABC transporter;ABC transporter
OG0002271	23	23	PF00072;PF00512;PF02518;PF13426	Response regulator receiver domain;His Kinase A (phospho-acceptor) domain;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PAS domain
OG0002272	23	23	None	None
OG0002273	23	23	PF07690	Major Facilitator Superfamily
OG0002274	23	23	PF10230	Lipid-droplet associated hydrolase
OG0002275	23	23	None	None
OG0002276	23	23	PF10355;PF10348	Protein YTP1-like, C-terminal;Domain of unknown function (DUF2427)
OG0002277	23	23	PF07690	Major Facilitator Superfamily
OG0002278	23	23	PF03114	BAR domain
OG0002279	23	23	PF03152	Ubiquitin fusion degradation protein UFD1
OG0002280	23	17	PF04082	Fungal specific transcription factor domain 
OG0002281	23	23	PF00270;PF00271	DEAD/DEAH box helicase;Helicase conserved C-terminal domain
OG0002282	23	23	PF00118	TCP-1/cpn60 chaperonin family
OG0002283	23	23	PF17862;PF00004	AAA+ lid domain;ATPase family associated with various cellular activities (AAA)
OG0002284	23	23	PF00339	Arrestin (or S-antigen), N-terminal domain
OG0002285	23	23	PF13191	AAA ATPase domain
OG0002286	23	23	PF03476;PF03473;PF00266	MOSC N-terminal beta barrel domain;MOSC domain;Aminotransferase class-V
OG0002287	23	23	PF04828	Glutathione-dependent formaldehyde-activating enzyme
OG0002288	23	23	PF01026	TatD related DNase
OG0002289	23	23	None	None
OG0002290	23	23	None	None
OG0002291	23	23	PF00180	Isocitrate/isopropylmalate dehydrogenase
OG0002292	23	23	PF15469	Exocyst complex component Sec5
OG0002293	23	23	PF07728;PF17867;PF17865	AAA domain (dynein-related subfamily);Midasin AAA lid domain;Midasin AAA lid domain
OG0002294	23	23	PF00542;PF16320	Ribosomal protein L7/L12 C-terminal domain;Ribosomal protein L7/L12 dimerisation domain
OG0002295	23	23	PF12350;PF12243	CTD kinase subunit gamma CTK3 C-terminus;CTD kinase subunit gamma CTK3
OG0002296	23	23	PF10394	Histone acetyl transferase HAT1 N-terminus
OG0002297	23	23	PF02535	ZIP Zinc transporter
OG0002298	23	23	PF00400;PF12937	WD domain, G-beta repeat;F-box-like
OG0002299	23	23	PF00676	Dehydrogenase E1 component
OG0002300	23	23	PF00133;PF09334;PF13603;PF08264	tRNA synthetases class I (I, L, M and V);tRNA synthetases class I (M);Leucyl-tRNA synthetase, editing domain;Anticodon-binding domain of tRNA ligase
OG0002301	23	23	PF13520	Amino acid permease
OG0002302	23	23	PF06999	Sucrase/ferredoxin-like
OG0002303	23	23	PF00970	Oxidoreductase FAD-binding domain
OG0002304	23	23	PF16212;PF16209;PF00702	Phospholipid-translocating P-type ATPase C-terminal;Phospholipid-translocating ATPase N-terminal;haloacid dehalogenase-like hydrolase
OG0002305	23	23	PF12932;PF12931	Vesicle coat trafficking protein Sec16 mid-region;Sec23-binding domain of Sec16
OG0002306	23	23	PF00389;PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
OG0002307	23	23	None	None
OG0002308	23	23	PF04408;PF07717;PF00271;PF00270	Helicase associated domain (HA2), winged-helix;Oligonucleotide/oligosaccharide-binding (OB)-fold;Helicase conserved C-terminal domain;DEAD/DEAH box helicase
OG0002309	23	23	PF04934	MED6 mediator sub complex component
OG0002310	23	23	PF06367;PF06371;PF02181	Diaphanous FH3 Domain;Diaphanous GTPase-binding Domain;Formin Homology 2 Domain
OG0002311	23	23	None	None
OG0002312	23	23	PF08626	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit
OG0002313	23	23	PF00117;PF00425;PF04715	Glutamine amidotransferase class-I;chorismate binding enzyme;Anthranilate synthase component I, N terminal region
OG0002314	23	23	PF04133	Vacuolar protein sorting 55 
OG0002315	23	23	PF00227;PF10584	Proteasome subunit;Proteasome subunit A N-terminal signature
OG0002316	23	23	PF03641	Possible lysine decarboxylase
OG0002317	23	23	PF05602	Cleft lip and palate transmembrane protein 1 (CLPTM1)
OG0002318	23	23	PF12449	Protein of unknown function (DUF3684) 
OG0002319	23	23	PF00266	Aminotransferase class-V
OG0002320	23	23	PF09423	PhoD-like phosphatase
OG0002321	23	23	PF01105	emp24/gp25L/p24 family/GOLD
OG0002322	23	23	PF02731	SKIP/SNW domain
OG0002323	23	23	PF00722	Glycosyl hydrolases family 16
OG0002324	23	23	PF14533;PF12436;PF00443;PF00917	Ubiquitin-specific protease C-terminal;ICP0-binding domain of Ubiquitin-specific protease 7;Ubiquitin carboxyl-terminal hydrolase;MATH domain
OG0002325	23	23	PF10436	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0002326	23	23	PF00735	Septin
OG0002327	23	23	PF00400;PF04003	WD domain, G-beta repeat;Dip2/Utp12 Family
OG0002328	23	23	PF04818	CID domain
OG0002329	23	23	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0002330	23	23	None	None
OG0002331	23	23	PF01603	Protein phosphatase 2A regulatory B subunit (B56 family)
OG0002332	23	23	PF08125;PF01232	Mannitol dehydrogenase C-terminal domain;Mannitol dehydrogenase Rossmann domain
OG0002333	23	23	PF17682;PF09734	Tau95 Triple barrel domain;RNA polymerase III transcription factor (TF)IIIC subunit HTH domain
OG0002334	23	23	PF17763;PF00710;PF12796	Glutaminase/Asparaginase C-terminal domain;Asparaginase, N-terminal;Ankyrin repeats (3 copies)
OG0002335	23	23	PF05205	COMPASS (Complex proteins associated with Set1p) component shg1
OG0002336	23	23	None	None
OG0002337	23	23	PF01008	Initiation factor 2 subunit family
OG0002338	23	23	PF10502	Signal peptidase, peptidase S26 
OG0002339	23	23	PF00514	Armadillo/beta-catenin-like repeat
OG0002340	23	23	PF16415;PF16417;PF12842;PF04054;PF16418	CCR4-NOT transcription complex subunit 1 CAF1-binding domain;CCR4-NOT transcription complex subunit 1 TTP binding domain;CCR4-Not complex, Not1 subunit, domain of unknown function DUF3819;CCR4-Not complex component, Not1;CCR4-NOT transcription complex subunit 1 HEAT repeat
OG0002341	23	23	None	None
OG0002342	23	23	PF13489	Methyltransferase domain
OG0002343	23	23	PF01205	Uncharacterized protein family UPF0029
OG0002344	23	13	None	None
OG0002345	23	23	PF05187;PF13450	Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S;NAD(P)-binding Rossmann-like domain
OG0002346	23	23	PF01266	FAD dependent oxidoreductase
OG0002347	23	23	PF01805	Surp module
OG0002348	23	23	PF10294	Lysine methyltransferase
OG0002349	23	23	PF01121	Dephospho-CoA kinase
OG0002350	23	23	PF04082	Fungal specific transcription factor domain 
OG0002351	23	23	PF09365	Conserved hypothetical protein (DUF2461)
OG0002352	23	23	PF00076;PF00658	RNA recognition motif;Poly-adenylate binding protein, unique domain
OG0002353	23	23	PF01151	GNS1/SUR4 family
OG0002354	23	23	PF00732;PF05199	GMC oxidoreductase;GMC oxidoreductase
OG0002355	23	23	None	None
OG0002356	23	23	PF16016;PF16746	VAD1 Analog of StAR-related lipid transfer domain;BAR domain of APPL family
OG0002357	23	23	PF11274	Protein of unknown function (DUF3074)
OG0002358	23	23	PF10350	THADA/TRM732, DUF2428
OG0002359	23	23	None	None
OG0002360	23	23	PF00572	Ribosomal protein L13
OG0002361	23	23	PF01014	Uricase
OG0002362	23	23	PF14663;PF14664;PF14666;PF14668;PF02185	Rapamycin-insensitive companion of mTOR RasGEF_N domain;Rapamycin-insensitive companion of mTOR, N-term;Rapamycin-insensitive companion of mTOR, middle domain;Rapamycin-insensitive companion of mTOR, domain 5;Hr1 repeat
OG0002363	23	23	PF00271;PF00270	Helicase conserved C-terminal domain;DEAD/DEAH box helicase
OG0002364	23	23	None	None
OG0002365	23	23	PF05282	AAR2 C-terminal repeat region
OG0002366	23	23	PF04157	EAP30/Vps36 family
OG0002367	23	23	PF04117	Mpv17 / PMP22 family 
OG0002368	23	23	PF00245	Alkaline phosphatase
OG0002369	23	23	PF20463	Prephenate dehydrogenase, dimerization domain
OG0002370	23	23	PF04841;PF04840	Vps16, N-terminal region;Vps16, C-terminal region
OG0002371	23	23	PF00675;PF05193	Insulinase (Peptidase family M16);Peptidase M16 inactive domain
OG0002372	23	23	None	None
OG0002373	23	23	PF00575	S1 RNA binding domain
OG0002374	23	23	None	None
OG0002375	23	23	PF10344;PF10351;PF10305;PF10359;PF10347;PF10293	FMP27/BTLP1, N-terminal;BLTP2/FMP27/Hobbit, C-terminal;Fmp27, SW motif RBG repeat;Fmp27, WPPW motif-containing RBG unit;Fmp27/BLTP2/Hobbit, GFWDK motif-containg RBG unit;FMP27, sixth RBG unit
OG0002376	23	23	PF00076	RNA recognition motif
OG0002377	23	23	PF00679;PF03144;PF14492;PF00009	Elongation factor G C-terminus;Elongation factor Tu domain 2;Elongation Factor G, domain III;Elongation factor Tu GTP binding domain
OG0002378	23	23	PF00582	Universal stress protein family
OG0002379	23	23	PF10255	RNA polymerase I-associated factor PAF67
OG0002380	23	23	PF12537;PF12430	The Golgi pH Regulator (GPHR) Family N-terminal;Abscisic acid G-protein coupled receptor 
OG0002381	23	23	None	None
OG0002382	23	23	None	None
OG0002383	23	23	PF03999	Microtubule associated protein (MAP65/ASE1 family)
OG0002384	23	23	None	None
OG0002385	23	23	PF00534;PF13579	Glycosyl transferases group 1;Glycosyl transferase 4-like domain
OG0002386	23	23	PF03721;PF03720;PF00984	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain;UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain;UDP-glucose/GDP-mannose dehydrogenase family, central domain
OG0002387	23	23	PF00459	Inositol monophosphatase family
OG0002388	23	23	PF00056;PF02866	lactate/malate dehydrogenase, NAD binding domain;lactate/malate dehydrogenase, alpha/beta C-terminal domain
OG0002389	23	23	PF06221	Putative zinc finger motif, C2HC5-type
OG0002390	23	23	PF01281	Ribosomal protein L9, N-terminal domain
OG0002391	23	23	PF10377;PF04108	Autophagy-related protein 11;Autophagy protein ATG17-like domain 
OG0002392	23	23	PF00505	HMG (high mobility group) box
OG0002393	23	23	PF00408;PF02880;PF02878;PF02879	Phosphoglucomutase/phosphomannomutase, C-terminal domain;Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III;Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I;Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
OG0002394	23	23	None	None
OG0002395	23	23	PF05903	PPPDE putative peptidase domain
OG0002396	23	23	PF06071;PF01926	Protein of unknown function (DUF933);50S ribosome-binding GTPase
OG0002397	23	23	PF00443	Ubiquitin carboxyl-terminal hydrolase
OG0002398	23	23	PF01237	Oxysterol-binding protein 
OG0002399	23	23	None	None
OG0002400	23	23	PF01408;PF02894	Oxidoreductase family, NAD-binding Rossmann fold;Oxidoreductase family, C-terminal alpha/beta domain
OG0002401	23	23	PF00929	Exonuclease
OG0002402	23	23	PF11935	Symplekin/PTA1 N-terminal
OG0002403	23	23	PF09813	Cytochrome c oxidase assembly factor 3
OG0002404	23	23	PF08598	Sds3-like
OG0002405	23	23	PF00076	RNA recognition motif
OG0002406	23	23	PF00091;PF03953	Tubulin/FtsZ family, GTPase domain;Tubulin C-terminal domain
OG0002407	23	23	None	None
OG0002408	23	23	None	None
OG0002409	23	23	PF01866	Putative diphthamide synthesis protein
OG0002410	23	23	PF01092	Ribosomal protein S6e
OG0002411	23	23	None	None
OG0002412	23	23	PF19047	HOOK domain
OG0002413	23	23	PF14377;PF00632;PF06012;PF06025	Ubiquitin binding region;HECT-domain (ubiquitin-transferase);Domain of Unknown Function (DUF908);Domain of Unknown Function (DUF913)
OG0002414	23	23	PF17242	Disordered region of unknown function (DUF5315)
OG0002415	23	23	PF00164	Ribosomal protein S12/S23
OG0002416	23	23	PF01040	UbiA prenyltransferase family
OG0002417	23	23	PF02373;PF10497	JmjC domain, hydroxylase;Zinc-finger domain of monoamine-oxidase A repressor R1
OG0002418	23	23	None	None
OG0002419	23	23	PF00134	Cyclin, N-terminal domain
OG0002420	23	23	PF00153;PF13499	Mitochondrial carrier protein;EF-hand domain pair
OG0002421	23	23	None	None
OG0002422	23	23	PF07690	Major Facilitator Superfamily
OG0002423	23	23	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0002424	23	23	PF00400;PF11816	WD domain, G-beta repeat;Domain of unknown function (DUF3337)
OG0002425	23	23	PF00153	Mitochondrial carrier protein
OG0002426	23	23	PF14560;PF01302	Ubiquitin-like domain;CAP-Gly domain
OG0002427	23	23	PF13639	Ring finger domain
OG0002428	23	23	PF03547	Membrane transport protein
OG0002429	23	23	PF01243	Pyridoxamine 5'-phosphate oxidase
OG0002430	23	23	PF06687	SUR7/PalI family
OG0002431	23	23	PF11951;PF00172	Fungal specific transcription factor domain;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0002432	23	23	PF04479	RTA1 like protein
OG0002433	23	23	PF01648	4'-phosphopantetheinyl transferase superfamily
OG0002434	23	23	PF01544	CorA-like Mg2+ transporter protein
OG0002435	23	23	PF02732	ERCC4 domain
OG0002436	23	23	None	None
OG0002437	23	23	PF00568	WH1 domain
OG0002438	23	23	PF10214	Rrn6, beta-propeller
OG0002439	23	23	PF08234	Chromosome segregation protein Spc25
OG0002440	23	23	PF14599;PF05495;PF13639	Zinc-ribbon;CHY zinc finger;Ring finger domain
OG0002441	23	23	PF02366;PF16192;PF02815	Dolichyl-phosphate-mannose-protein mannosyltransferase  ;C-terminal four TMM region of protein-O-mannosyltransferase ;MIR domain
OG0002442	23	23	PF00071	Ras family
OG0002443	23	23	PF04515	Plasma-membrane choline transporter
OG0002444	23	23	PF00397	WW domain
OG0002445	23	23	PF09430	ER membrane protein complex subunit 7, beta-sandwich domain
OG0002446	23	23	PF00501	AMP-binding enzyme
OG0002447	23	23	PF00690;PF00702;PF00122	Cation transporter/ATPase, N-terminus;haloacid dehalogenase-like hydrolase;E1-E2 ATPase
OG0002448	23	23	PF00153	Mitochondrial carrier protein
OG0002449	23	23	PF00076;PF04818	RNA recognition motif;CID domain
OG0002450	23	23	PF01833;PF13857	IPT/TIG domain;Ankyrin repeats (many copies)
OG0002451	23	23	PF00999	Sodium/hydrogen exchanger family
OG0002452	23	23	PF00383	Cytidine and deoxycytidylate deaminase zinc-binding region
OG0002453	23	23	PF06772	Bacterial low temperature requirement A protein (LtrA)
OG0002454	23	23	None	None
OG0002455	23	23	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0002456	23	23	None	None
OG0002457	23	23	PF07690	Major Facilitator Superfamily
OG0002458	23	23	PF00083	Sugar (and other) transporter
OG0002459	23	23	PF03198	Glucanosyltransferase
OG0002460	23	23	None	None
OG0002461	23	23	PF00400	WD domain, G-beta repeat
OG0002462	23	23	PF06413	Neugrin
OG0002463	23	23	PF18055;PF01399;PF18503	26S proteasome regulatory subunit RPN6 N-terminal domain;PCI domain;26S proteasome subunit RPN6 C-terminal helix domain
OG0002464	23	23	PF00106	short chain dehydrogenase
OG0002465	23	23	PF00004;PF00533;PF08519	ATPase family associated with various cellular activities (AAA);BRCA1 C Terminus (BRCT) domain;Replication factor RFC1 C terminal domain
OG0002466	23	23	PF00252	Ribosomal protein L16p/L10e
OG0002467	23	23	PF13181;PF00515;PF12895	Tetratricopeptide repeat;Tetratricopeptide repeat;Anaphase-promoting complex, cyclosome, subunit 3
OG0002468	23	23	PF08551	Eukaryotic integral membrane protein (DUF1751)
OG0002469	23	23	PF00400	WD domain, G-beta repeat
OG0002470	23	23	None	None
OG0002471	23	23	PF00200;PF13688	Disintegrin;Metallo-peptidase family M12
OG0002472	23	23	PF13177	DNA polymerase III, delta subunit
OG0002473	23	23	PF00297	Ribosomal protein L3
OG0002474	23	23	None	None
OG0002475	23	23	PF01025	GrpE
OG0002476	23	23	PF01193;PF01000	RNA polymerase Rpb3/Rpb11 dimerisation domain;RNA polymerase Rpb3/RpoA insert domain
OG0002477	23	23	PF00153	Mitochondrial carrier protein
OG0002478	23	23	PF01409;PF03147	tRNA synthetases class II core domain (F);Ferredoxin-fold anticodon binding domain
OG0002479	23	23	PF04847	Calcipressin
OG0002480	23	23	None	None
OG0002481	23	23	PF08598	Sds3-like
OG0002482	23	23	PF03637	Mob1/phocein family
OG0002483	23	23	PF00213	ATP synthase delta (OSCP) subunit
OG0002484	23	23	PF03200	Glycosyl hydrolase family 63 C-terminal domain
OG0002485	23	23	PF00481	Protein phosphatase 2C
OG0002486	23	23	PF17733	Family of unknown function (DUF5572)
OG0002487	23	23	PF00384;PF13510;PF09326;PF10588	Molybdopterin oxidoreductase;2Fe-2S iron-sulfur cluster binding domain;NADH-ubiquinone oxidoreductase subunit G, C-terminal;NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
OG0002488	23	23	PF00887	Acyl CoA binding protein
OG0002489	23	23	PF00636	Ribonuclease III domain
OG0002490	23	23	PF08293	Mitochondrial ribosomal subunit S27
OG0002491	23	23	PF02696	Protein adenylyltransferase SelO
OG0002492	23	23	PF00248	Aldo/keto reductase family
OG0002493	23	23	PF06632	XRCC4 N-terminal domain
OG0002494	23	23	None	None
OG0002495	23	23	PF01189;PF17125	16S rRNA methyltransferase RsmB/F;N-terminal domain of 16S rRNA methyltransferase RsmF
OG0002496	23	23	PF12754;PF17183	Get5, N-terminal domain;Get5, C-terminal domain
OG0002497	23	23	PF00241	Cofilin/tropomyosin-type actin-binding protein
OG0002498	23	23	PF00118	TCP-1/cpn60 chaperonin family
OG0002499	23	23	None	None
OG0002500	23	23	PF05995	Cysteine dioxygenase type I
OG0002501	23	23	PF00166	Chaperonin 10 Kd subunit
OG0002502	23	23	PF00069	Protein kinase domain
OG0002503	23	23	None	None
OG0002504	23	23	PF16483	Beta-1,3-glucanase
OG0002505	23	23	PF01068;PF04675;PF04679	ATP dependent DNA ligase domain;DNA ligase N terminus;ATP dependent DNA ligase C terminal region        
OG0002506	23	23	PF10075	CSN8/PSMD8/EIF3K family
OG0002507	23	23	PF04194	Programmed cell death protein 2, C-terminal putative domain 
OG0002508	23	23	PF00118	TCP-1/cpn60 chaperonin family
OG0002509	23	23	PF00571;PF00564	CBS domain;PB1 domain
OG0002510	23	23	PF00096	Zinc finger, C2H2 type
OG0002511	23	23	PF01042	Endoribonuclease L-PSP
OG0002512	23	23	PF04143	Sulphur transport
OG0002513	23	23	PF00076	RNA recognition motif
OG0002514	23	23	PF04969	CS domain
OG0002515	23	23	PF03357	Snf7
OG0002516	23	23	None	None
OG0002517	23	23	None	None
OG0002518	23	23	PF04258	Signal peptide peptidase
OG0002519	23	23	PF08613	Cyclin
OG0002520	23	23	PF00270;PF00271	DEAD/DEAH box helicase;Helicase conserved C-terminal domain
OG0002521	23	23	PF08546;PF02558	Ketopantoate reductase PanE/ApbA C terminal;Ketopantoate reductase PanE/ApbA
OG0002522	23	23	PF02463	RecF/RecN/SMC N terminal domain
OG0002523	23	23	PF00069;PF16797	Protein kinase domain;Fungal kinase associated-1 domain
OG0002524	23	23	PF01274	Malate synthase, TIM barrel domain
OG0002525	23	23	PF00270;PF00271	DEAD/DEAH box helicase;Helicase conserved C-terminal domain
OG0002526	23	23	PF12333	Rix1 complex component involved in 60S ribosome maturation
OG0002527	23	23	None	None
OG0002528	23	23	None	None
OG0002529	23	23	PF13883	Pyridoxamine 5'-phosphate oxidase
OG0002530	23	23	PF00995	Sec1 family
OG0002531	23	23	PF04000	Sas10/Utp3/C1D family
OG0002532	23	23	PF00171	Aldehyde dehydrogenase family
OG0002533	23	23	PF00012	Hsp70 protein
OG0002534	23	23	PF03727;PF00349	Hexokinase;Hexokinase
OG0002535	23	23	None	None
OG0002536	23	23	PF10181	GPI-GlcNAc transferase complex, PIG-H component
OG0002537	23	23	PF01416	tRNA pseudouridine synthase
OG0002538	23	23	PF03874	RNA polymerase Rpb4
OG0002539	23	23	PF14572;PF13793	Phosphoribosyl synthetase-associated domain;N-terminal domain of ribose phosphate pyrophosphokinase
OG0002540	23	22	PF00179	Ubiquitin-conjugating enzyme
OG0002541	23	23	None	None
OG0002542	23	23	PF00827	Ribosomal L15
