FamilyID	TaxonID	Count	Change	Pvalue	GO_domain_ids	GO_domain_description	IPR_domain_ids	IPR_domain_description	Pfam_domain_ids	Pfam_domain_description
OG0006186	Sporothrix_globosa_CBS120340	2	1	0.0117064	GO:0005524;GO:0016020;GO:0055085;GO:0140359	ATP binding ;membrane ;transmembrane transport ;ABC-type transporter activity 	IPR011527;IPR003439	Domain ABC transporter type 1, transmembrane domain;Domain ABC transporter-like, ATP-binding domain	PF00664;PF00005	ABC transporter transmembrane region;ABC transporter
OG0006841	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	IPR007111	Domain NACHT nucleoside triphosphatase	PF05729	NACHT domain
OG0007122	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	IPR023210	Domain NADP-dependent oxidoreductase domain	PF00248	Aldo/keto reductase family
OG0007296	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	IPR035396	Domain Alpha-L-rhamnosidase, six-hairpin glycosidase domain	PF17389	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain
OG0007473	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	IPR001148	Domain Alpha carbonic anhydrase domain	PF00194	Eukaryotic-type carbonic anhydrase
OG0007540	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	IPR045063	Domain Dynamin, N-terminal	PF00350	Dynamin family
OG0007614	Sporothrix_globosa_CBS120340	2	1	0.0117064	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0007802	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	IPR001763	Domain Rhodanese-like domain	PF00581	Rhodanese-like domain
OG0007832	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	None	None	None	None
OG0007958	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	IPR011118	Family Tannase/feruloyl esterase	PF07519	Tannase and feruloyl esterase
OG0008054	Sporothrix_globosa_CBS120340	2	1	0.0117064	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0008055	Sporothrix_globosa_CBS120340	2	1	0.0117064	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0008312	Sporothrix_globosa_CBS120340	2	1	0.0117064	GO:0009058;GO:0030170	biosynthetic process ;pyridoxal phosphate binding 	IPR004839	Domain Aminotransferase, class I/classII, large domain	PF00155	Aminotransferase class I and II
OG0008319	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	None	None	None	None
OG0008323	Sporothrix_globosa_CBS120340	2	1	0.0117064	None	None	IPR022025	Family Putative amidoligase enzyme	PF12224	Putative amidoligase enzyme
OG0008885	Sporothrix_globosa_CBS120340	2	1	0.0117064	GO:0000981;GO:0003677;GO:0006351;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;DNA binding ;DNA-templated transcription ;regulation of DNA-templated transcription ;zinc ion binding 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0000049	36	3	1	0.0135194	GO:0005975	carbohydrate metabolic process 	IPR001223;IPR029226;IPR018392	Domain Glycoside hydrolase family 18, catalytic domain;Domain Ecp2 effector protein-like;Domain LysM domain	PF00704;PF14856;PF01476	Glycosyl hydrolases family 18;Pathogen effector; putative necrosis-inducing factor;LysM domain
OG0000102	36	3	1	0.0135194	GO:0005515	protein binding 	IPR031359;IPR002110	Domain NWD NACHT-NTPase, N-terminal;Repeat Ankyrin repeat	PF17100;PF12796	N-terminal domain of NWD NACHT-NTPase;Ankyrin repeats (3 copies)
OG0000011	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR003615	Domain HNH nuclease	PF13391	HNH endonuclease
OG0000023	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000028	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0000044	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0000058	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796	Ankyrin repeats (3 copies)
OG0000070	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0005515	protein binding 	IPR000210	Domain BTB/POZ domain	PF00651	BTB/POZ domain
OG0000097	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000106	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF13606	Ankyrin repeat
OG0000119	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0000141	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796	Ankyrin repeats (3 copies)
OG0000147	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0000154	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0000177	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0003676;GO:0004523	nucleic acid binding ;RNA-DNA hybrid ribonuclease activity 	IPR002156	Domain Ribonuclease H domain	PF00075	RNase H
OG0000189	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR005079	Domain Peptidase C45, hydrolase domain	PF03417	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
OG0000218	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR024535	Domain Rhamnogalacturonase A/B/Epimerase-like, pectate lyase domain	PF12708	Pectate lyase superfamily protein
OG0000225	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0000293	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0043087	regulation of GTPase activity 	IPR001936;IPR001251	Domain Ras GTPase-activating domain;Domain CRAL-TRIO lipid binding domain	PF00616;PF13716	GTPase-activator protein for Ras-like GTPase;Divergent CRAL/TRIO domain
OG0000311	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0000358	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0000419	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 	IPR020946	Family Flavin monooxygenase-like	PF00743	Flavin-binding monooxygenase-like
OG0000505	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0000843	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016787	hydrolase activity 	IPR006680	Domain Amidohydrolase-related	PF04909	Amidohydrolase
OG0000844	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0005542	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR003615	Domain HNH nuclease	PF13391	HNH endonuclease
OG0005696	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0005936	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR007111;IPR031352	Domain NACHT nucleoside triphosphatase;Domain NACHT-NTPase and P-loop NTPases, N-terminal domain	PF05729;PF17107	NACHT domain;N-terminal domain on NACHT_NTPase and P-loop NTPases
OG0006096	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR000873;IPR025110	Domain AMP-dependent synthetase/ligase domain;Domain AMP-binding enzyme, C-terminal domain	PF00501;PF13193	AMP-binding enzyme;AMP-binding enzyme C-terminal domain
OG0006161	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF00561	alpha/beta hydrolase fold
OG0006453	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 	IPR001360	Family Glycoside hydrolase family 1	PF00232	Glycosyl hydrolase family 1
OG0006546	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0006642	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0006656	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0006831	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0007067	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR021833	Family Protein of unknown function DUF3425	PF11905	Domain of unknown function (DUF3425)
OG0007271	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0007386	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0007413	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0005515	protein binding 	IPR002110	Repeat Ankyrin repeat	PF12796;PF00023	Ankyrin repeats (3 copies);Ankyrin repeat
OG0007419	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0007457	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0007538	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0008138;GO:0016311	protein tyrosine/serine/threonine phosphatase activity ;dephosphorylation 	IPR000340	Domain Dual specificity phosphatase, catalytic domain	PF00782	Dual specificity phosphatase, catalytic domain
OG0007540	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR045063	Domain Dynamin, N-terminal	PF00350	Dynamin family
OG0007590	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0007603	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor 	IPR001017	Domain Dehydrogenase, E1 component	PF00676	Dehydrogenase E1 component
OG0007604	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0007605	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016830;GO:0019752;GO:0030170	carbon-carbon lyase activity ;carboxylic acid metabolic process ;pyridoxal phosphate binding 	IPR002129	Family Pyridoxal phosphate-dependent decarboxylase	PF00282	Pyridoxal-dependent decarboxylase conserved domain
OG0007632	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0007649	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007677	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR001841	Domain Zinc finger, RING-type	PF13639	Ring finger domain
OG0007757	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0007766	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0007802	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR001763	Domain Rhodanese-like domain	PF00581	Rhodanese-like domain
OG0007852	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR018392	Domain LysM domain	PF01476	LysM domain
OG0007905	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR013974	Domain SAF domain	PF08666	SAF domain
OG0007936	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0007959	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR026841	Domain Inositolphosphotransferase Aur1/Ipt1	PF14378	PAP2 superfamily
OG0007963	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0007964	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0007968	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR009653	Family Protein kish	PF06842	Protein of unknown function (DUF1242)
OG0007980	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0006487;GO:0034998	protein N-linked glycosylation ;oligosaccharyltransferase I complex 	IPR007915	Family Oligosaccharyltransferase complex subunit	PF05251	Oligosaccharyltransferase subunit 5
OG0007994	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR004360	Domain Glyoxalase/fosfomycin resistance/dioxygenase domain	PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
OG0008005	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0005975	carbohydrate metabolic process 	IPR001223	Domain Glycoside hydrolase family 18, catalytic domain	PF00704	Glycosyl hydrolases family 18
OG0008054	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0008116	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0008119	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	PF06293	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0008123	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR014030;IPR014031	Domain Beta-ketoacyl synthase-like, N-terminal;Domain Beta-ketoacyl synthase, C-terminal	PF00109;PF02801	Beta-ketoacyl synthase, N-terminal domain;Beta-ketoacyl synthase, C-terminal domain
OG0008147	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	PF13561	Enoyl-(Acyl carrier protein) reductase
OG0008156	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008170	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR007523	Family NDUFAF3/Mth938 domain-containing protein	PF04430	Protein of unknown function (DUF498/DUF598)
OG0008221	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0008230	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR011701	Family Major facilitator superfamily	PF07690	Major Facilitator Superfamily
OG0008265	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR002347	Family Short-chain dehydrogenase/reductase SDR	PF00106	short chain dehydrogenase
OG0008271	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR004045;IPR004046	Domain Glutathione S-transferase, N-terminal;Domain Glutathione S-transferase, C-terminal	PF13409;PF00043	Glutathione S-transferase, N-terminal domain;Glutathione S-transferase, C-terminal domain
OG0008292	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 	IPR022666;IPR022669	Domain Large ribosomal subunit protein uL2, RNA-binding domain;Domain Large ribosomal subunit protein uL2, C-terminal	PF00181;PF03947	Ribosomal Proteins L2, RNA binding domain;Ribosomal Proteins L2, C-terminal domain
OG0008295	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0008296	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR045518	Domain 2EXR domain	PF20150	2EXR family
OG0008301	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008310	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008315	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008339	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0005975	carbohydrate metabolic process 	IPR006047	Domain Glycosyl hydrolase, family 13, catalytic domain	PF00128	Alpha amylase, catalytic domain
OG0008341	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0043531	ADP binding 	IPR002182	Domain NB-ARC	PF00931	NB-ARC domain
OG0008352	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008356	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008360	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR008775	Family Phytanoyl-CoA dioxygenase-like	PF05721	Phytanoyl-CoA dioxygenase (PhyH)
OG0008412	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0016787	hydrolase activity 	IPR013094	Domain Alpha/beta hydrolase fold-3	PF07859	alpha/beta hydrolase fold
OG0008423	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR000073	Domain Alpha/beta hydrolase fold-1	PF12697	Alpha/beta hydrolase family
OG0008425	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0003824;GO:0009058	catalytic activity ;biosynthetic process 	IPR004821	Domain Cytidyltransferase-like domain	PF01467	Cytidylyltransferase-like
OG0008440	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0033179;GO:0046961;GO:1902600	proton-transporting V-type ATPase, V0 domain ;proton-transporting ATPase activity, rotational mechanism ;proton transmembrane transport 	IPR008389	Family ATPase, V0 complex, subunit e1/e2	PF05493	ATP synthase subunit H 
OG0008467	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	PF01633	Choline/ethanolamine kinase
OG0008480	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008482	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008483	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008484	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 	IPR000719	Domain Protein kinase domain	PF00069	Protein kinase domain
OG0008507	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR021752	Domain Transcription initiation factor Rrn7, Zinc-finger	PF11781	Zinc-finger of RNA-polymerase I-specific TFIIB, Rrn7
OG0008522	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups 	IPR020616;IPR020617	Domain Thiolase, N-terminal;Domain Thiolase, C-terminal	PF00108;PF02803	Thiolase, N-terminal domain;Thiolase, C-terminal domain
OG0008534	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008540	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR001248	Family Purine-cytosine permease	PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin
OG0008555	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 	IPR010573	Family Major facilitator transporter Str1/Tri12-like	PF06609	Fungal trichothecene efflux pump (TRI12)
OG0008559	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0008560	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR021858	Family Fungal transcription factor	PF11951	Fungal specific transcription factor domain
OG0008561	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 	IPR001128	Family Cytochrome P450	PF00067	Cytochrome P450
OG0008601	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0005786;GO:0006614;GO:0008312;GO:0030942	signal recognition particle, endoplasmic reticulum targeting ;SRP-dependent cotranslational protein targeting to membrane ;7S RNA binding ;endoplasmic reticulum signal peptide binding 	IPR003210	Family Signal recognition particle, SRP14 subunit	PF02290	Signal recognition particle 14kD protein
OG0008615	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR013022	Domain Xylose isomerase-like, TIM barrel domain	PF01261	Xylose isomerase-like TIM barrel
OG0008641	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	PF13424;PF13374	Tetratricopeptide repeat;Tetratricopeptide repeat
OG0008642	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR013154;IPR013149	Domain Alcohol dehydrogenase-like, N-terminal;Domain Alcohol dehydrogenase-like, C-terminal	PF08240;PF00107	Alcohol dehydrogenase GroES-like domain;Zinc-binding dehydrogenase
OG0008643	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008661	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008662	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008665	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008667	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008668	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0005507;GO:0008131;GO:0009308;GO:0048038	copper ion binding ;primary methylamine oxidase activity ;amine metabolic process ;quinone binding 	IPR015798;IPR015800	Domain Copper amine oxidase, catalytic domain;Domain Copper amine oxidase, N2-terminal	PF01179;PF02727	Copper amine oxidase, enzyme domain;Copper amine oxidase, N2 domain
OG0008669	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008690	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008697	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0008709	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008730	Sporothrix_schenckii_1099	0	-1	0.0143313	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups 	IPR000182	Domain GNAT domain	PF00583	Acetyltransferase (GNAT) family
OG0008734	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	IPR025363	Family Protein of unknown function DUF4267	PF14087	Domain of unknown function (DUF4267)
OG0008756	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008794	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008804	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0005524;GO:0006298	ATP binding ;mismatch repair 	IPR014790	Domain MutL, C-terminal, dimerisation	PF13589;PF08676	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;MutL C terminal dimerisation domain
OG0008818	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008820	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008822	Sporothrix_brasiliensis_5110	0	-1	0.0143313	None	None	None	None	None	None
OG0008838	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 	IPR005828	Family Major facilitator, sugar transporter-like	PF00083	Sugar (and other) transporter
OG0008839	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0016491;GO:0046872	oxidoreductase activity ;metal ion binding 	IPR001670	Domain Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA	PF00465	Iron-containing alcohol dehydrogenase 
OG0008852	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008856	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 	IPR007219	Domain Transcription factor domain, fungi	PF04082	Fungal specific transcription factor domain 
OG0008881	Sporothrix_brasiliensis_5110	0	-1	0.0143313	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain	PF04082;PF00172	Fungal specific transcription factor domain ;Fungal Zn(2)-Cys(6) binuclear cluster domain
OG0008891	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR027179	Family Mature-T-Cell Proliferation I type	PF08991	Mature-T-Cell Proliferation I type
OG0008909	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008931	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR002575	Domain Aminoglycoside phosphotransferase	PF01636	Phosphotransferase enzyme family
OG0008940	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	None	None	None	None
OG0008945	Sporothrix_schenckii_1099	0	-1	0.0143313	None	None	IPR018943	Family Oligosaccaryltransferase	PF10215	Oligosaccaryltransferase  
